url,title,imageurl,category,newname,time
https://thanhnien.vn/ngay-1-4-co-ca-72-555-mac-covid-19-trong-nuoc-post1444551.html,Ngày 1.4 có ca 72.555 mắc Covid-19 trong nước,https://image.thanhnien.vn/w2048/Uploaded/2022/tqmvkpic/2022_04_01/dtc-hau-cv-1-1994.jpg,Thời sự,thanhnien.vn,2022-04-01 18:28:00
https://thanhnien.vn/pho-chu-tich-nuoc-vo-thi-anh-xuan-tham-chien-si-don-bien-phong-ganh-dau-post1444525.html,Phó chủ tịch nước Võ Thị Ánh Xuân thăm chiến sĩ Đồn biên phòng Gành Dầu,https://image.thanhnien.vn/w2048/Uploaded/2022/ayhunaa/2022_04_01/2-478.jpg,Thời sự,thanhnien.vn,2022-04-01 18:11:00
https://thanhnien.vn/giam-doc-lop-6-ky-khong-bao-lanh-chuyen-gia-trung-quoc-dom-nhap-canh-trai-phep-post1444485.html,‘Giám đốc lớp 6’ ký khống bảo lãnh chuyên gia Trung Quốc dỏm nhập cảnh trái phép,https://image.thanhnien.vn/w2048/Uploaded/2022/vocgmvbc/2022_04_01/z3308026168239-4683ea46d3947faa2d87d44c83cc5c59-3123.jpg,Thời sự,thanhnien.vn,2022-04-01 18:01:00
https://thanhnien.vn/khao-sat-mo-duong-xuyen-rung-tu-gia-lai-di-kon-tum-post1444515.html,Khảo sát mở đường xuyên rừng từ Gia Lai đi Kon Tum,https://image.thanhnien.vn/w2048/Uploaded/2022/nokazb/2022_04_01/z3307907742383-915e137e398b722f9f2d0c0da4e3a246-9310.jpg,Thời sự,thanhnien.vn,2022-04-01 17:53:00
https://thanhnien.vn/lien-tiep-2-vu-tai-nan-giao-thong-tren-duong-tranh-nam-hai-van-mot-nguoi-tu-vong-post1443925.html,"Liên tiếp 2 vụ tai nạn giao thông trên đường tránh Nam Hải Vân, một người tử vong",https://image.thanhnien.vn/w2048/Uploaded/2022/vocgmvbc/2022_03_30/z3303302272820-64c65e6ee79e055e2baed6a10b93c023-6254.jpg,Thời sự,thanhnien.vn,2022-03-31 07:24:00
https://thanhnien.vn/cong-an-tp-hcm-tiep-tuc-lam-viec-voi-ban-than-cua-ba-nguyen-phuong-hang-post1444168.html,Công an TP.HCM tiếp tục làm việc với 'bạn thân' của bà Nguyễn Phương Hằng,https://image.thanhnien.vn/w2048/Uploaded/2022/bahgtm/2022_03_31/bbcb73cd13aeddf084bf-4017.jpg,Thời sự,thanhnien.vn,2022-03-31 18:37:00
https://thanhnien.vn/xem-xet-ky-luat-hang-loat-lanh-dao-uy-ban-chung-khoan-nha-nuoc-post1444210.html,Xem xét kỷ luật hàng loạt lãnh đạo Ủy ban Chứng khoán Nhà nước,https://image.thanhnien.vn/w2048/Uploaded/2022/nokvrb/2022_03_31/tran-van-dung-ubck-2-7157.jpg,Thời sự,thanhnien.vn,2022-03-31 18:22:00
https://thanhnien.vn/chu-dat-ngo-ngang-khi-lo-dat-cua-minh-bi-co-phan-lo-rao-ban-post1444024.html,"Chủ đất ngỡ ngàng khi lô đất của mình bị 'cò' phân lô, rao bán",https://image.thanhnien.vn/w2048/Uploaded/2022/tngztj/2022_03_23/phan-lo-1-7414.jpg,Thời sự,thanhnien.vn,2022-03-31 13:12:00
https://thanhnien.vn/xem-xet-ky-luat-nhieu-can-bo-lanh-dao-lien-quan-vu-viet-a-post1444214.html,Xem xét kỷ luật nhiều cán bộ lãnh đạo liên quan vụ Việt Á,https://image.thanhnien.vn/w2048/Uploaded/2022/nokvrb/2022_03_31/ky-hop-13-6073.jpeg,Thời sự,thanhnien.vn,2022-03-31 18:27:00
https://thanhnien.vn/le-tang-pho-chu-tich-thuong-truc-ubnd-tp-hcm-le-hoa-binh-post1443934.html,Lễ tang Phó chủ tịch thường trực UBND TP.HCM Lê Hòa Bình,https://image.thanhnien.vn/w2048/Uploaded/2022/bozngu/2022_03_29/le-hoa-binh-inforgaphicnew-8812.jpg,Thời sự,thanhnien.vn,2022-03-31 06:01:00
https://thanhnien.vn/hai-duong-con-do-vao-tan-nha-dan-chem-nguoi-roi-thach-thuc-bao-cong-an-post1444058.html,Hải Dương: Côn đồ vào tận nhà dân chém người rồi thách thức báo công an,https://image.thanhnien.vn/w2048/Uploaded/2022/qjyfs/2022_03_31/z3304257519059-f9044c0dd36ca1758a002a567f765893-4658.jpg,Thời sự,thanhnien.vn,2022-03-31 13:40:00
https://thanhnien.vn/da-nang-vo-su-truy-duoi-danh-chet-ke-trom-lanh-an-giet-nguoi-post1444461.html,"Đà Nẵng: Võ sư truy đuổi, đánh chết kẻ trộm, lãnh án giết người",https://image.thanhnien.vn/w2048/Uploaded/2022/vocgmvbc/2022_04_01/z3307506157630-9d7fe1d561afc5dd7b2eaff73601d937-104.jpg,Thời sự,thanhnien.vn,2022-04-01 15:05:00
